image,labels
00augmented_b6ac36ad8bc0a31e.jpg,complex
00augmented_96507e7595ea2954.jpg,rust
ffdc70c492370f02.jpg,complex
f4409e9429f5d363.jpg,frog_eye_leaf_spot
8b9d367469c27d28.jpg,frog_eye_leaf_spot
9439dea52c7329c9.jpg,healthy
fab0b25f94430be1.jpg,scab
c9ea07c2ec80c8ff.jpg,frog_eye_leaf_spot
8d3d38c4f30c4f99.jpg,complex
e09ec40bb23eada9.jpg,complex
eb1ad078c170c7b5.jpg,scab
af0fce9658945a25.jpg,healthy
a44c9e4db572598b.jpg,healthy
00augmented_b1a16ed8b59a8237.jpg,complex
a6a47d8b0138fcd5.jpg,frog_eye_leaf_spot
00augmented_c7473f1aed4242d4.jpg,complex
c8c93d85973a0bf4.jpg,rust
8cf29e139cb1d532.jpg,complex
e5aa7055ad08e6f1.jpg,scab
e38f9438127e19cb.jpg,frog_eye_leaf_spot
e5e90bdb8355f003.jpg,frog_eye_leaf_spot
00augmented_bfc94207f5393425.jpg,complex
f503c07e0ef39863.jpg,complex
00augmented_f09c8fe11d83223f.jpg,complex
a18e9b0d487664f7.jpg,healthy
e6a986c637147371.jpg,scab
af68ca748c7a5469.jpg,frog_eye_leaf_spot
928524ea9778cb9e.jpg,complex
00augmented_ad909a4ac1ede4ad.jpg,complex
00augmented_9fa216cff54a0a54.jpg,complex
f4cba4a7294d6585.jpg,rust
00augmented_89bf2f7258719624.jpg,rust
b0c8e054c665db7b.jpg,healthy
ad0f8d0a9acd68bc.jpg,healthy
e699cada301dab70.jpg,healthy
c59827c87746fc83.jpg,frog_eye_leaf_spot
b8b8d01f4b662d74.jpg,frog_eye_leaf_spot
a4a9d2b44df82ce9.jpg,frog_eye_leaf_spot
81a4b61d186f2dd7.jpg,rust
00augmented_a9b116c36b47e307.jpg,complex
b381995fd87c5146.jpg,complex
de9a27d790d09315.jpg,scab
b1bd5b405ae45a2d.jpg,frog_eye_leaf_spot
92d47ae761f0c83a.jpg,rust
96cccdd84fd54542.jpg,frog_eye_leaf_spot
00augmented_836d1ac6ca35dd92.jpg,rust
b7bcca8ce84f5046.jpg,healthy
f1fe9da44ea083c8.jpg,frog_eye_leaf_spot
ba0b093c3cb3f269.jpg,scab
00augmented_ca8ad6f11b85c7c2.jpg,complex
c0de3e9259cf184b.jpg,frog_eye_leaf_spot
f5e9d20dbda8600b.jpg,rust
f48d3c9fcae15442.jpg,frog_eye_leaf_spot
d0c7793969c58716.jpg,healthy
00augmented_c8cd3cd8c26b971a.jpg,complex
00augmented_809c3fc2796fd84a.jpg,rust
f53ac32209875dce.jpg,rust
cfda6aaa1129b1d1.jpg,rust
ebbea8623a994b0c.jpg,frog_eye_leaf_spot
fc2ef831679b4308.jpg,frog_eye_leaf_spot
9068d8d07d787765.jpg,rust
f5e5474868629b93.jpg,rust
b2b7959195874d32.jpg,healthy
00augmented_8cf7b8c388ad459a.jpg,rust
fe481335a91ec751.jpg,complex
fe803613d2d7f602.jpg,frog_eye_leaf_spot
f6b5d0cdc5d204d2.jpg,complex
ade09f05c8e0e8db.jpg,healthy
dde6609c8ae7c170.jpg,healthy
c56170c02bdf57b1.jpg,scab
d59d05ec4afa0b4a.jpg,scab
c934cccb174cc93b.jpg,complex
c129f401d5f62bda.jpg,frog_eye_leaf_spot
80aa53172b9fc78d.jpg,healthy
b09f8ac1e68a6772.jpg,frog_eye_leaf_spot
f8441300fefbf229.jpg,healthy
e9f0c75e8863268d.jpg,healthy
f99ac8e4925319e3.jpg,rust
9ce32fb417303596.jpg,scab
97958d2c4d390776.jpg,complex
8e7986d1ecd36445.jpg,healthy
8ee1286c79c6771c.jpg,scab
83d43f4e7470c2f1.jpg,frog_eye_leaf_spot
a1c85a5e05aae9fa.jpg,frog_eye_leaf_spot
00augmented_8437f01fd3d20f26.jpg,rust
a48412dc6d38bbf9.jpg,complex
00augmented_838397476a6b323d.jpg,rust
e0fb93d14f6824b2.jpg,complex
b40dca9a9469ad6b.jpg,healthy
00augmented_c3e9e7d933452132.jpg,rust
b6d582298924feb6.jpg,scab
94d8c8656d6f3316.jpg,complex
00augmented_80f09587dfc7988e.jpg,rust
efa494249a1399eb.jpg,frog_eye_leaf_spot
b1c26f7c656c6324.jpg,complex
afa1d78b438344e6.jpg,healthy
8994597aa86b172f.jpg,frog_eye_leaf_spot
00augmented_82aa92f365da31f2.jpg,rust
be91c1e9c287a7c2.jpg,healthy
adc7b441421d9c7e.jpg,rust
00augmented_87d48901edcfc3c3.jpg,complex
dde56a58255216a7.jpg,healthy
f1add396a9925c50.jpg,rust
00augmented_a16df491eac29cc9.jpg,complex
00augmented_b18c4789c6e71b55.jpg,rust
00augmented_a8a8dd99535bc32a.jpg,rust
dd4b32bd8634529c.jpg,healthy
a6a984e5d2cf8b52.jpg,scab
00augmented_aa52764c954d2cb7.jpg,rust
c43c6851c354bfd6.jpg,rust
c5fd266a99322563.jpg,rust
00augmented_b5351da6a69c464b.jpg,rust
e1b8f8b158b37942.jpg,frog_eye_leaf_spot
de0429fba069f2b2.jpg,frog_eye_leaf_spot
00augmented_b099c73f1e2999c4.jpg,rust
892ac679d77095a9.jpg,healthy
e2ddf95e8c6830c2.jpg,frog_eye_leaf_spot
e8d7cd908993f2a1.jpg,scab
ba7402f751a9ad29.jpg,healthy
ad70d7c0692f90e3.jpg,complex
9d2580ddd91d0fb1.jpg,complex
f572c2a7c9c530e8.jpg,frog_eye_leaf_spot
f886c8de9cb49d18.jpg,frog_eye_leaf_spot
00augmented_92da3fc9e12265e2.jpg,complex
c9e1a9f5d5d41702.jpg,scab
bd98c090ecf87c66.jpg,rust
fc279ce48b114d8d.jpg,scab
00augmented_a41ac6e329f6565a.jpg,rust
b1b6c1c797572425.jpg,healthy
9c968ac989ed332e.jpg,complex
00augmented_9472e4d782deb192.jpg,rust
00augmented_981865bff104ba6d.jpg,rust
ca9c77dc51a08cec.jpg,frog_eye_leaf_spot
ca8dfb9272be2206.jpg,frog_eye_leaf_spot
8a27d495855e55da.jpg,scab
aaeac6c1cdab0a9a.jpg,complex
00augmented_c35a1f20e15aeb55.jpg,rust
80d457877e3d1cb8.jpg,complex
00augmented_94302f96e10f3b6b.jpg,rust
a03fcf005a91fab9.jpg,rust
f42b60dfa3765460.jpg,healthy
00augmented_9c309a8b35313abf.jpg,rust
de9e08002cb77ff0.jpg,complex
86586fbd70cd7881.jpg,complex
9987460a83f7c3e6.jpg,scab
864b1ecd446d2d3d.jpg,scab
00augmented_c0f8858c7f1e720f.jpg,complex
a2f5c78c5430317f.jpg,scab
d9de818c329f143b.jpg,frog_eye_leaf_spot
a1d2e582e1f0787b.jpg,rust
ade5b5ddd0ca40a8.jpg,scab
afa425346396a796.jpg,rust
e3a027abe04b1f4e.jpg,healthy
00augmented_ca34297a60ee7ed0.jpg,rust
fa9b67c59a0468b8.jpg,scab
ca802fffe87a1503.jpg,frog_eye_leaf_spot
00augmented_966b1441eb5897b6.jpg,rust
fcddc0c2c79bc2c0.jpg,complex
881f26e8d4df548d.jpg,rust
f4f165dc18342ed4.jpg,scab
b3e6c40e19bbf242.jpg,frog_eye_leaf_spot
eaaa60d46964c5af.jpg,healthy
d845c19d2dc87a3b.jpg,rust
a5de520f52ac9355.jpg,complex
b4d0d2d089b5d9d5.jpg,frog_eye_leaf_spot
cc8b33b424376dd4.jpg,healthy
cec0dcc258b5435f.jpg,healthy
cac0033ba92a7fd9.jpg,frog_eye_leaf_spot
859a97c60ce15af3.jpg,scab
9f047ac44a6a1f6d.jpg,healthy
ea15ea31b178648f.jpg,rust
b688c7b40b347ab5.jpg,complex
f282871f787a089f.jpg,rust
dbba615b96d032c8.jpg,healthy
00augmented_a5a6b2d86d3417e2.jpg,complex
85b37b284f8ec22b.jpg,frog_eye_leaf_spot
d5fd2180c1c1fda3.jpg,healthy
a02f6351c59f5d92.jpg,scab
00augmented_cb407a8f38dd6368.jpg,rust
d5b1993a1eb62c92.jpg,scab
a5ea0212bbd6ef81.jpg,frog_eye_leaf_spot
ef6463b8c002eb1f.jpg,frog_eye_leaf_spot
9545afa1952a6e96.jpg,healthy
84d36a4db60d7653.jpg,scab
dc4426b24bb1df98.jpg,frog_eye_leaf_spot
00augmented_8152cfbd5a28b5d2.jpg,rust
00augmented_a48412dc6d38bbf9.jpg,complex
a5eaf4b51ed03d80.jpg,rust
00augmented_bee07c213c9fc6c0.jpg,rust
9054ff819960dcf6.jpg,healthy
cbd1ea80d1a586f6.jpg,frog_eye_leaf_spot
ed34b6de8608dac2.jpg,frog_eye_leaf_spot
f48f28f21cc9fc42.jpg,complex
00augmented_98a3131f632d637a.jpg,rust
00augmented_8cd6ec1e7621e30b.jpg,complex
8516724aa1d5fb55.jpg,complex
af15e4b85678fa40.jpg,rust
b8a92507d7d494bc.jpg,frog_eye_leaf_spot
ca0e38bf3850fd43.jpg,rust
00augmented_b49c834f8d86f1e1.jpg,complex
94f297139780a5eb.jpg,healthy
00augmented_955f62896264dbb2.jpg,rust
af95f487909e91b0.jpg,complex
00augmented_80df68fa0c30fd95.jpg,complex
da3c6ec93319b2c2.jpg,scab
92b2e949b781ab8b.jpg,scab
ef46343f83c06b31.jpg,rust
e5aa3acb67391226.jpg,scab
eab016bceba8296c.jpg,rust
d8f3df81d09670d0.jpg,scab
e7ba97c10ada618c.jpg,healthy
c768c37c784934f4.jpg,rust
a4a6c0fc4f983ea3.jpg,healthy
f024f8cd356e139a.jpg,rust
945bd32ba53d142b.jpg,frog_eye_leaf_spot
e4c1f5cd983c9269.jpg,frog_eye_leaf_spot
9dd418b44b24dd75.jpg,scab
00augmented_b8eec07e05726f50.jpg,rust
b97d15fa0816e52a.jpg,rust
895f64725dcc3cb0.jpg,healthy
00augmented_9df89ac1e0ec46e1.jpg,rust
f37e03811c8e7e98.jpg,healthy
92a72f4731c3e24e.jpg,complex
00augmented_c0a13f9fca159a71.jpg,complex
bcfb01a8fcbce801.jpg,scab
c8921cb1f317335e.jpg,scab
00augmented_a09e6ac0607df5f1.jpg,complex
d5614ade2f30c947.jpg,healthy
00augmented_a5da9fba68c20e16.jpg,rust
a8f6a1829f9298f6.jpg,frog_eye_leaf_spot
c11762ca9e073e3b.jpg,scab
aba5558a34f19a66.jpg,healthy
00augmented_a91ef198512aad7a.jpg,rust
00augmented_a8c195933f2f854d.jpg,complex
00augmented_d98be0cd8dbc058d.jpg,complex
943e96f2b82f68a4.jpg,rust
bac0dac7d82585b6.jpg,frog_eye_leaf_spot
bcc6232d5df18465.jpg,frog_eye_leaf_spot
b66592d5c8cd816d.jpg,scab
8290c34dad175f3b.jpg,healthy
b4dec60f123c5555.jpg,scab
dda168a1738722cf.jpg,scab
9413dfe0c7366338.jpg,healthy
b0c5cfa5ad23445e.jpg,complex
b62990934f359e74.jpg,rust
d5fde88500c61ddc.jpg,frog_eye_leaf_spot
9ed4be8a9fb0aa40.jpg,complex
e0ebc79f2b18b141.jpg,scab
e354cc69fc2b1163.jpg,frog_eye_leaf_spot
ddb1da81d9c901d5.jpg,healthy
dd81d8c781272f27.jpg,scab
00augmented_c46a85b46b643acf.jpg,rust
00augmented_a897c1eb48b65ba8.jpg,complex
a8a9d5991e180f3f.jpg,healthy
ad9695d6ce4a892c.jpg,frog_eye_leaf_spot
ad98e04ddcfc7850.jpg,scab
a63378963f44a2a7.jpg,rust
9168f95b89cc16e6.jpg,rust
94a162efd2bad0f0.jpg,frog_eye_leaf_spot
cb9f246872b4d3b0.jpg,healthy
b0b08b578fda6147.jpg,healthy
f40d43e099b3b4f1.jpg,frog_eye_leaf_spot
e115c7628a4bb97c.jpg,frog_eye_leaf_spot
9ef52b2fe0c4944a.jpg,rust
a1b29a439b8d45db.jpg,frog_eye_leaf_spot
a50fd73100b37a7c.jpg,rust
cf83c1328ecd7c13.jpg,healthy
f25aebd0e42e13e0.jpg,frog_eye_leaf_spot
fca495f43f00e499.jpg,complex
c1d67e6365393492.jpg,scab
be69c4d587845d8a.jpg,complex
c1c2b5d2491f66dc.jpg,healthy
f29f03400ff71c4d.jpg,scab
00augmented_e6d2949e6a8d8596.jpg,complex
00augmented_89a07b36334ef269.jpg,complex
8b70c0f2cbdba58a.jpg,complex
e4fbdc902d920fc2.jpg,healthy
b7b1c6e3b0a0a2da.jpg,healthy
dbee22785d9285c4.jpg,rust
81b3556b9595ab4c.jpg,rust
00augmented_c0dd7ac9944d62b5.jpg,rust
c4e06c6d0be393b6.jpg,healthy
831b6f89dba6130e.jpg,scab
f8f420cf5b80d3f0.jpg,scab
bd6ac98d3dc93205.jpg,rust
999ce7c3bc256438.jpg,frog_eye_leaf_spot
fc11c63989f089f9.jpg,frog_eye_leaf_spot
c92deaa0c825f7d1.jpg,scab
f5a486e5525e5349.jpg,scab
f9aea1968f9a8a81.jpg,frog_eye_leaf_spot
00augmented_c6a498373f96368a.jpg,rust
00augmented_e7a782e08b0f1f54.jpg,complex
a07bd9c10f18faa6.jpg,rust
95cd695ad68c78a4.jpg,healthy
c0de28d7b5c270ce.jpg,frog_eye_leaf_spot
dd003efd0a2f43a5.jpg,frog_eye_leaf_spot
00augmented_84eeda34c7b05d89.jpg,complex
d00f79d9207af067.jpg,complex
aba055a8d25fbd41.jpg,healthy
c0a5651c78f9e1e9.jpg,scab
95f021c98f160efe.jpg,scab
ccfe6ac9b5004da6.jpg,healthy
00augmented_b62990934f359e74.jpg,rust
00augmented_ad91da698d70c935.jpg,rust
00augmented_a71f2fcc4b14266c.jpg,complex
a571a73cd2b24a5a.jpg,rust
896b0dc07cc2fcda.jpg,scab
b0e895aec9c0579b.jpg,scab
a1e1a517deb45b88.jpg,scab
8541eaf0b42cdbe6.jpg,rust
dfa466523fb3a110.jpg,frog_eye_leaf_spot
abec8d940df8da28.jpg,healthy
a8bdb5d25a2d803d.jpg,rust
a0bdd5846289f5da.jpg,complex
f8e19725887e5856.jpg,rust
daefc1c8905f8139.jpg,healthy
f56af18303f34e81.jpg,rust
84d13582f48faa9f.jpg,scab
ae4a76c197653156.jpg,scab
bbd435b325715941.jpg,healthy
ed098a79da5215f1.jpg,rust
d09e0ff72c607325.jpg,healthy
e8fdc098ab583738.jpg,healthy
e36a9474ca943e8b.jpg,rust
958d830e6375673a.jpg,healthy
df1212eb40a52dd7.jpg,scab
a194c734b2996bad.jpg,rust
00augmented_c77960e1c343c6b6.jpg,complex
f22ec5be9401b82f.jpg,scab
875c92dbc8a17de0.jpg,scab
af50a5995b355ad0.jpg,scab
c28b3e3af007e3a5.jpg,scab
00augmented_92cf6f6c4492ed41.jpg,rust
9bb5e02ac7181f96.jpg,scab
bffbf27a8000aa8a.jpg,scab
bfd64081a4fd9d24.jpg,rust
a57abed01897c916.jpg,scab
dc95507836e4cbc3.jpg,healthy
00augmented_b2e28b93e4e06c9b.jpg,rust
f233cb7f90b64061.jpg,healthy
f95c6a20c3f0057f.jpg,frog_eye_leaf_spot
ae29c411c0ff92f6.jpg,healthy
da8b418099ddcd5d.jpg,frog_eye_leaf_spot
00augmented_9cc1c295c5be3d34.jpg,rust
00augmented_9090b5d5aba53cd3.jpg,complex
c40a6334177eafc3.jpg,frog_eye_leaf_spot
b3f8e1812e3136ba.jpg,scab
8a1ef092b3b6a6d2.jpg,complex
9770db4b490aeda4.jpg,healthy
f82fd0ff0559220d.jpg,healthy
00augmented_9e0ee52e2094f0f7.jpg,complex
00augmented_d0e3c2f7df51880a.jpg,complex
858b20fbb3333b32.jpg,scab
cc07acf417d8b4d2.jpg,rust
8e8470687be37378.jpg,healthy
c9b8af646aa45a6a.jpg,scab
85627f54c22dd66a.jpg,complex
a5a1dd19795831e6.jpg,frog_eye_leaf_spot
c0311c836f956ff8.jpg,scab
c7907e703d8de432.jpg,frog_eye_leaf_spot
00augmented_eaf2c5e1cc112f68.jpg,complex
c66c0f0ddc7f3141.jpg,healthy
a17bc38ef30438e3.jpg,healthy
d28d297a75923396.jpg,healthy
b7f6e2c2801f2a35.jpg,complex
982170c79617b776.jpg,scab
ad909c2f653ed158.jpg,frog_eye_leaf_spot
ace8591d545f5683.jpg,rust
cd9225b22dd6e38c.jpg,healthy
00augmented_ed8ad58083ef838d.jpg,complex
fa952bc48883377a.jpg,healthy
deb43c6e849c61a9.jpg,healthy
b8bd80f8b1c9e07c.jpg,healthy
e4a49aebec723303.jpg,complex
bbbb3d94d46d4060.jpg,scab
fec0e824836a9fc5.jpg,healthy
ea158784ec7d4c3a.jpg,frog_eye_leaf_spot
b7b5ae29694a4986.jpg,rust
818a4bcfdb78385c.jpg,complex
c56316977a3d7508.jpg,rust
89d8ba3c28cde1f8.jpg,frog_eye_leaf_spot
00augmented_9e6bb0c0733e33c8.jpg,rust
84cf8c8fd5978b81.jpg,healthy
afebc22513267383.jpg,healthy
e9a4b187ceca0b39.jpg,healthy
f8bbd452caa1cd44.jpg,frog_eye_leaf_spot
00augmented_a36ecbe53c81a40f.jpg,complex
dc7fe1898d402277.jpg,scab
00augmented_b5aab0d5914abb98.jpg,complex
809a1f3ddfe49e20.jpg,frog_eye_leaf_spot
aaead5576f152510.jpg,healthy
8d689a7c69552e8b.jpg,rust
ee94c487bcd0335c.jpg,frog_eye_leaf_spot
da0dc56cea2ace54.jpg,complex
b4f6c3904b49b13d.jpg,scab
f5db8d8ec484f4c0.jpg,scab
ffb0a55e925ec041.jpg,scab
fabb86521e27e184.jpg,complex
cd27bd9139a1c1c3.jpg,frog_eye_leaf_spot
00augmented_ab6361c15d955d2a.jpg,rust
f070c883243f377b.jpg,scab
00augmented_b0c5cfa5ad23445e.jpg,complex
00augmented_a581c59e9ed9cd88.jpg,complex
bee695369c810b93.jpg,frog_eye_leaf_spot
bf92d511887f14d4.jpg,rust
00augmented_8d5032d4cc1e3e5f.jpg,complex
00augmented_cf4ebb99510b0aa9.jpg,rust
00augmented_ace7c948b3f056a4.jpg,rust
837449e974cb39c5.jpg,rust
804e673e9ec3d12b.jpg,healthy
8e8d3c89b5c5c656.jpg,frog_eye_leaf_spot
9b0270ec99d0676f.jpg,rust
00augmented_8052c7272b3b3f5c.jpg,complex
84891f984b87b7f8.jpg,healthy
00augmented_87e8cb11791fd078.jpg,rust
df8acf1e26342313.jpg,healthy
00augmented_ad4a85419ed578d5.jpg,rust
add298d4d19d4aa5.jpg,scab
97a1b0b595a0cfa5.jpg,rust
e9a6657c981061fb.jpg,frog_eye_leaf_spot
a4a7c7d04cdb4b54.jpg,healthy
e9d53bd905a99684.jpg,scab
a0e0f878aba7265d.jpg,scab
9507976774e01d1d.jpg,healthy
f495908f8f9e6560.jpg,healthy
c1f5c15115a57da5.jpg,rust
8de4948fd9ed3805.jpg,complex
00augmented_b828a6df0ed066f4.jpg,complex
aeb5b7cb500f94a0.jpg,scab
94e7229aa13f549b.jpg,scab
00augmented_a8c397ed0aa55da4.jpg,complex
d7083e6d343dd0e2.jpg,healthy
